scraped_at,url,success,reason,non_empty_fields,t_summary_s,sleep_after_summary_s,t_stats_s,sleep_after_stats_s,t_lineups_s,t_scrape_only_s,t_total_s,sleep_before_next_match_s,cumulative_total_s
2026-04-09 22:52:23,https://us.soccerway.com/game/blaublitz-fwDHgzFc/chiba-zNLhJb1S/?mid=ljnXgih3,True,none,46,2.84,1.97,1.6,1.64,1.65,6.09,9.86,2.7,12.56
2026-04-09 22:52:35,https://us.soccerway.com/game/blaublitz-fwDHgzFc/chiba-zNLhJb1S/?mid=vorSnY8O,True,none,44,2.43,0.56,1.76,1.8,1.71,5.9,8.4,3.42,24.38
2026-04-09 22:52:47,https://us.soccerway.com/game/blaublitz-fwDHgzFc/ehime-dMNh5kdn/?mid=CvrPTwpd,True,none,44,2.44,0.65,1.62,1.81,1.85,5.91,8.54,2.17,35.09
2026-04-09 22:52:58,https://us.soccerway.com/game/blaublitz-fwDHgzFc/ehime-dMNh5kdn/?mid=bgi7yF1e,True,none,46,2.56,1.45,1.72,1.53,1.78,6.06,9.19,3.84,48.12
2026-04-09 22:53:11,https://us.soccerway.com/game/blaublitz-fwDHgzFc/fujieda-myfc-jFPWWTQn/?mid=E7G6uMQH,True,none,44,2.21,0.85,2.24,1.84,1.88,6.33,9.17,2.79,60.09
2026-04-09 22:53:23,https://us.soccerway.com/game/blaublitz-fwDHgzFc/fujieda-myfc-jFPWWTQn/?mid=bXwIk5M5,False,no_lineups,44,2.51,1.68,1.88,0.75,1.64,6.03,8.57,2.2,70.86
2026-04-09 22:53:34,https://us.soccerway.com/game/blaublitz-fwDHgzFc/hokkaido-consadole-sapporo-Ak9yLKWF/?mid=Uc5N6bPG,False,no_stats,14,2.5,0.68,3.83,0.0,0.0,6.33,7.07,3.01,80.94
2026-04-09 22:53:44,https://us.soccerway.com/game/blaublitz-fwDHgzFc/hokkaido-consadole-sapporo-Ak9yLKWF/?mid=d8eneLFr,False,no_stats,18,2.34,1.79,1.57,0.0,0.0,3.91,5.78,3.94,90.66
2026-04-09 22:53:54,https://us.soccerway.com/game/blaublitz-fwDHgzFc/imabari-0fQDWIvJ/?mid=8pnCD6x1,False,no_lineups,42,2.62,1.96,1.48,1.64,1.93,6.03,9.77,2.14,102.57
2026-04-09 22:54:06,https://us.soccerway.com/game/blaublitz-fwDHgzFc/imabari-0fQDWIvJ/?mid=zwarCbYq,True,none,46,2.56,2.0,1.76,0.79,1.56,5.88,8.82,3.78,115.17
2026-04-09 22:54:18,https://us.soccerway.com/game/blaublitz-fwDHgzFc/iwaki-Mi3WmBrD/?mid=67IXKIK7,True,none,44,1.69,1.54,2.02,1.33,1.89,5.6,8.61,3.88,127.66
2026-04-09 22:54:31,https://us.soccerway.com/game/blaublitz-fwDHgzFc/iwaki-Mi3WmBrD/?mid=6gNT7YIU,True,none,46,2.27,1.72,1.61,1.12,1.96,5.84,8.85,2.2,138.7
2026-04-09 22:54:42,https://us.soccerway.com/game/blaublitz-fwDHgzFc/iwata-QeOGk0W2/?mid=0OYFWQsm,True,none,44,2.22,0.75,1.73,1.39,1.82,5.77,8.09,3.16,149.95
2026-04-09 22:54:53,https://us.soccerway.com/game/blaublitz-fwDHgzFc/iwata-QeOGk0W2/?mid=UBbcCg9N,True,none,46,2.09,1.16,1.77,1.18,1.44,5.3,7.81,3.22,160.99
2026-04-09 22:55:04,https://us.soccerway.com/game/blaublitz-fwDHgzFc/kofu-4IyNxjsg/?mid=SlNZGc5E,True,none,44,2.23,1.94,1.92,1.06,1.5,5.65,8.82,2.83,172.64
2026-04-09 22:55:16,https://us.soccerway.com/game/blaublitz-fwDHgzFc/kofu-4IyNxjsg/?mid=hnm80BS1,True,none,46,2.28,0.66,1.47,1.48,1.86,5.61,7.91,2.61,183.16
2026-04-09 22:55:26,https://us.soccerway.com/game/blaublitz-fwDHgzFc/kumamoto-ARlzJ8RO/?mid=OryCCBMk,True,none,46,2.28,1.15,1.53,1.14,1.42,5.23,7.69,3.34,194.19
2026-04-09 22:55:37,https://us.soccerway.com/game/blaublitz-fwDHgzFc/kumamoto-ARlzJ8RO/?mid=YBm2PlJM,True,none,46,1.99,1.22,1.74,0.72,1.83,5.56,7.66,2.47,204.32
2026-04-09 22:55:47,https://us.soccerway.com/game/blaublitz-fwDHgzFc/mito-GliRsh4P/?mid=2gzIhjro,True,none,46,2.1,1.13,1.95,0.5,1.77,5.82,7.61,2.42,214.35
2026-04-09 22:55:57,https://us.soccerway.com/game/blaublitz-fwDHgzFc/mito-GliRsh4P/?mid=KznORmR0,True,none,42,2.15,0.62,2.74,0.8,1.89,6.78,8.34,3.94,226.63
2026-04-09 22:56:10,https://us.soccerway.com/game/blaublitz-fwDHgzFc/montedio-yamagata-2uKzonBU/?mid=ERYyu9Pp,False,no_stats,18,3.67,1.54,2.43,0.0,0.0,6.1,7.72,3.71,238.06
2026-04-09 22:56:21,https://us.soccerway.com/game/blaublitz-fwDHgzFc/montedio-yamagata-2uKzonBU/?mid=baQ2MR1k,False,no_stats,18,2.28,1.73,2.25,0.0,0.0,4.53,6.34,3.12,247.52
2026-04-09 22:56:31,https://us.soccerway.com/game/blaublitz-fwDHgzFc/oita-trinita-Q17PNMnc/?mid=h8SoRvPj,True,none,44,2.85,0.76,1.61,1.37,1.92,6.38,8.68,3.19,259.39
2026-04-09 22:56:42,https://us.soccerway.com/game/blaublitz-fwDHgzFc/oita-trinita-Q17PNMnc/?mid=n3eNtdm4,True,none,46,2.07,1.99,1.87,1.65,1.75,5.69,9.52,2.34,271.25
2026-04-09 22:56:54,https://us.soccerway.com/game/blaublitz-fwDHgzFc/omiya-ardija-OErJ0IVR/?mid=4857cOMq,False,no_stats,18,2.28,1.54,1.65,0.0,0.0,3.93,5.56,2.2,279.01
2026-04-09 22:57:02,https://us.soccerway.com/game/blaublitz-fwDHgzFc/omiya-ardija-OErJ0IVR/?mid=Y7VWaPJ0,True,none,46,2.54,1.55,2.02,1.65,2.01,6.57,9.95,2.87,291.84
2026-04-09 22:57:15,https://us.soccerway.com/game/blaublitz-fwDHgzFc/renofa-yamaguchi-f1DPrs5c/?mid=OCSSsWtI,False,no_lineups,44,1.99,0.6,1.58,1.36,1.72,5.29,7.38,2.32,301.54
2026-04-09 22:57:25,https://us.soccerway.com/game/blaublitz-fwDHgzFc/renofa-yamaguchi-f1DPrs5c/?mid=U1cAdaqJ,True,none,46,2.63,0.79,1.99,1.34,1.89,6.51,8.85,2.52,312.91
2026-04-09 22:57:36,https://us.soccerway.com/game/blaublitz-fwDHgzFc/sagan-tosu-nsRRyAda/?mid=2issvIGN,True,none,46,2.51,1.76,1.66,0.67,1.67,5.84,8.44,3.01,324.36
2026-04-09 22:57:47,https://us.soccerway.com/game/blaublitz-fwDHgzFc/sagan-tosu-nsRRyAda/?mid=xdKgjnbJ,True,none,44,2.13,0.89,1.93,0.72,1.93,5.99,7.79,3.53,335.68
2026-04-09 22:57:59,https://us.soccerway.com/game/blaublitz-fwDHgzFc/tokushima-IcwgwCCt/?mid=AiaAiMK5,True,none,44,2.55,1.02,1.55,0.8,1.63,5.73,7.73,3.76,347.17
2026-04-09 22:58:10,https://us.soccerway.com/game/blaublitz-fwDHgzFc/tokushima-IcwgwCCt/?mid=OlU2pvL6,True,none,46,2.18,1.79,1.84,1.0,1.46,5.48,8.46,2.07,357.7
2026-04-09 22:58:21,https://us.soccerway.com/game/blaublitz-fwDHgzFc/toyama-tdPByjKs/?mid=AJcmC2S6,True,none,46,2.52,1.36,1.9,1.51,1.68,6.1,9.14,2.69,369.53
2026-04-09 22:58:33,https://us.soccerway.com/game/blaublitz-fwDHgzFc/toyama-tdPByjKs/?mid=lCDtDONM,True,none,44,2.39,1.38,1.83,0.7,1.52,5.74,8.0,3.56,381.09
2026-04-09 22:58:44,https://us.soccerway.com/game/blaublitz-fwDHgzFc/v-varen-nagasaki-hl74HAcF/?mid=Mqxb7pYH,True,none,44,5.05,1.5,1.9,1.92,2.25,9.2,12.8,3.58,397.47
2026-04-09 22:59:01,https://us.soccerway.com/game/blaublitz-fwDHgzFc/v-varen-nagasaki-hl74HAcF/?mid=OWABmzDt,True,none,46,2.73,1.01,2.0,1.4,1.95,6.68,9.27,2.32,409.06
2026-04-09 22:59:12,https://us.soccerway.com/game/blaublitz-fwDHgzFc/vegalta-sendai-lSW1nlRB/?mid=AkvHj0Pk,True,none,46,2.37,1.5,1.55,1.67,1.77,5.69,9.03,2.2,420.29
2026-04-09 22:59:23,https://us.soccerway.com/game/blaublitz-fwDHgzFc/vegalta-sendai-lSW1nlRB/?mid=tlatlHlf,True,none,44,2.62,0.95,1.54,0.53,1.97,6.13,7.8,3.15,431.25
2026-04-09 22:59:34,https://us.soccerway.com/game/chiba-zNLhJb1S/ehime-dMNh5kdn/?mid=vkIF7gS0,False,no_stats,18,2.7,1.95,1.52,0.0,0.0,4.22,6.25,2.92,440.42
2026-04-09 22:59:44,https://us.soccerway.com/game/chiba-zNLhJb1S/ehime-dMNh5kdn/?mid=zZOfiwF7,True,none,46,2.62,1.58,1.57,1.59,1.49,5.68,9.03,3.08,452.53
2026-04-09 22:59:56,https://us.soccerway.com/game/chiba-zNLhJb1S/fujieda-myfc-jFPWWTQn/?mid=QBkbyv5l,True,none,44,2.75,1.12,1.51,0.62,1.67,5.93,7.84,2.29,462.66
2026-04-09 23:00:06,https://us.soccerway.com/game/chiba-zNLhJb1S/fujieda-myfc-jFPWWTQn/?mid=UizGaGPH,True,none,46,2.74,1.02,1.9,0.54,2.14,6.78,8.53,2.74,473.93
2026-04-09 23:00:17,https://us.soccerway.com/game/chiba-zNLhJb1S/hokkaido-consadole-sapporo-Ak9yLKWF/?mid=0zaGe2id,True,none,44,2.74,1.55,1.8,1.86,1.59,6.13,9.72,3.58,487.23
2026-04-09 23:00:30,https://us.soccerway.com/game/chiba-zNLhJb1S/hokkaido-consadole-sapporo-Ak9yLKWF/?mid=MTgcniXA,True,none,46,2.06,1.57,1.94,1.76,1.83,5.83,9.33,3.73,500.29
2026-04-09 23:00:44,https://us.soccerway.com/game/chiba-zNLhJb1S/imabari-0fQDWIvJ/?mid=2eFYEpgA,False,no_stats,18,2.63,0.82,1.97,0.0,0.0,4.6,5.51,2.13,507.93
2026-04-09 23:00:51,https://us.soccerway.com/game/chiba-zNLhJb1S/imabari-0fQDWIvJ/?mid=fg06vRA6,True,none,46,2.17,0.54,1.52,1.73,1.7,5.39,7.85,2.96,518.74
2026-04-09 23:01:02,https://us.soccerway.com/game/chiba-zNLhJb1S/iwaki-Mi3WmBrD/?mid=I1zmTiye,True,none,44,2.21,1.68,2.0,0.55,1.77,5.98,8.39,2.59,529.72
2026-04-09 23:01:13,https://us.soccerway.com/game/chiba-zNLhJb1S/iwaki-Mi3WmBrD/?mid=KjIx5sRG,True,none,46,2.26,1.62,1.79,0.66,1.36,5.41,7.85,3.79,541.36
2026-04-09 23:01:25,https://us.soccerway.com/game/chiba-zNLhJb1S/iwata-QeOGk0W2/?mid=46Qeo5mA,True,none,46,2.76,1.27,1.85,1.61,1.87,6.48,9.5,2.18,553.03
2026-04-09 23:01:36,https://us.soccerway.com/game/chiba-zNLhJb1S/iwata-QeOGk0W2/?mid=rm06tmgL,True,none,46,2.53,0.75,2.08,1.25,2.42,7.03,9.19,2.74,564.96
2026-04-09 23:01:48,https://us.soccerway.com/game/chiba-zNLhJb1S/kofu-4IyNxjsg/?mid=OIVxZzbm,True,none,46,2.93,0.65,1.58,1.14,1.39,5.9,7.85,2.98,575.79
2026-04-09 23:01:59,https://us.soccerway.com/game/chiba-zNLhJb1S/kofu-4IyNxjsg/?mid=tC7ge4Lt,True,none,44,2.56,0.87,1.75,1.97,1.75,6.06,9.06,2.72,587.57
2026-04-09 23:02:11,https://us.soccerway.com/game/chiba-zNLhJb1S/kumamoto-ARlzJ8RO/?mid=8YwdFbKt,True,none,46,2.31,0.8,1.27,0.98,1.95,5.53,7.47,3.14,598.18
2026-04-09 23:02:22,https://us.soccerway.com/game/chiba-zNLhJb1S/kumamoto-ARlzJ8RO/?mid=tfhXLqmB,True,none,44,2.44,0.99,1.77,1.62,1.5,5.71,8.48,2.73,609.39
2026-04-09 23:02:33,https://us.soccerway.com/game/chiba-zNLhJb1S/mito-GliRsh4P/?mid=4UtDw9ED,True,none,44,1.71,1.09,1.54,0.95,1.43,4.68,6.87,3.7,619.96
2026-04-09 23:02:43,https://us.soccerway.com/game/chiba-zNLhJb1S/mito-GliRsh4P/?mid=hADKALGL,True,none,46,2.18,1.37,1.89,0.73,1.5,5.57,7.82,3.57,631.35
2026-04-09 23:02:55,https://us.soccerway.com/game/chiba-zNLhJb1S/montedio-yamagata-2uKzonBU/?mid=UsZXJStp,True,none,46,1.6,1.77,1.74,0.82,1.73,5.07,7.84,2.51,641.7
2026-04-09 23:03:05,https://us.soccerway.com/game/chiba-zNLhJb1S/montedio-yamagata-2uKzonBU/?mid=W4K8gmNt,True,none,46,2.42,1.32,1.63,1.95,1.6,5.65,9.09,3.2,653.99
2026-04-09 23:03:17,https://us.soccerway.com/game/chiba-zNLhJb1S/oita-trinita-Q17PNMnc/?mid=Sx1j2794,True,none,44,2.39,0.99,1.71,1.68,1.7,5.8,8.64,3.3,665.93
2026-04-09 23:03:29,https://us.soccerway.com/game/chiba-zNLhJb1S/oita-trinita-Q17PNMnc/?mid=tjSFUzPi,True,none,46,2.12,1.66,1.9,2.0,1.65,5.67,9.48,3.82,679.23
2026-04-09 23:03:43,https://us.soccerway.com/game/chiba-zNLhJb1S/omiya-ardija-OErJ0IVR/?mid=4EAB0TRp,True,none,44,2.56,1.03,2.4,1.5,1.51,6.47,9.16,2.47,690.86
2026-04-09 23:03:54,https://us.soccerway.com/game/chiba-zNLhJb1S/omiya-ardija-OErJ0IVR/?mid=6ehXesBb,True,none,44,3.05,1.85,1.46,0.59,1.79,6.3,8.9,2.23,701.99
2026-04-09 23:04:05,https://us.soccerway.com/game/chiba-zNLhJb1S/omiya-ardija-OErJ0IVR/?mid=t8T2MhkL,True,none,46,2.83,1.33,1.55,1.55,1.46,5.84,8.88,3.18,714.05
