match_id,league_division,round,date,kickoff_time,attendance,capacity,stadium,city,home_team,away_team,home_goals,away_goals,result,home_formation,away_formation,home_team_rating,away_team_rating,home_shots_total,away_shots_total,home_shots_on_target,away_shots_on_target,home_shots_off_target,away_shots_off_target,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_headed_goals,away_headed_goals,home_hit_woodwork,away_hit_woodwork,home_corners,away_corners,home_free_kicks,away_free_kicks,home_throw_ins,away_throw_ins,home_fouls_committed,away_fouls_committed,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_goalkeeper_saves,away_goalkeeper_saves,home_possession_pct,away_possession_pct,home_touches_opp_box,away_touches_opp_box,home_passes_pct,away_passes_pct,home_passes_successful,away_passes_successful,home_passes_total,away_passes_total,home_long_passes_pct,away_long_passes_pct,home_long_passes_successful,away_long_passes_successful,home_long_passes_total,away_long_passes_total,home_passes_final_third_pct,away_passes_final_third_pct,home_passes_final_third_successful,away_passes_final_third_successful,home_passes_final_third_total,away_passes_final_third_total,home_crosses_pct,away_crosses_pct,home_crosses_successful,away_crosses_successful,home_crosses_total,away_crosses_total,home_big_chances,away_big_chances,home_duels_won,away_duels_won,home_errors_leading_to_shot,away_errors_leading_to_shot,home_errors_leading_to_goal,away_errors_leading_to_goal,home_accurate_through_passes,away_accurate_through_passes,home_tackles_pct,away_tackles_pct,home_tackles_successful,away_tackles_successful,home_tackles_total,away_tackles_total,home_shots_blocked,away_shots_blocked,home_clearances,away_clearances,home_interceptions,away_interceptions,home_xg,away_xg,home_xgot,away_xgot,home_xa,away_xa,home_xgot_faced,away_xgot_faced,home_goals_prevented,away_goals_prevented
ljnXgih3,J2 League,11,"April 25, 2025",01:00 PM,11134,19781,Fukuda Denshi Arena,Chiba,Chiba,Blaublitz,3,1,H,4-4-2,4-4-2,,,12,11,5,4,7,7,,,,,,,,,3,0,22,9,,,8,19,1,4,1,1,0,0,3,2,56,44,,,77,70,357,247,462,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vorSnY8O,J2 League,34,"October 26, 2025",08:00 AM,4678,20125,Soyu Stadium,Akita,Blaublitz,Chiba,0,0,D,4-4-2,4-4-2,,,6,13,1,2,5,11,,,,,,,,,3,5,19,16,,,14,16,2,3,2,2,1,0,,,38,62,,,54,74,115,402,212,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CvrPTwpd,J2 League,29,"September 14, 2025",01:00 PM,5597,20125,Soyu Stadium,Akita,Blaublitz,Ehime,3,2,H,4-4-2,4-2-3-1,,,21,13,8,5,13,8,,,,,,,,,10,6,11,11,,,11,11,1,0,1,3,0,0,,,41,59,,,62,79,182,395,293,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bgi7yF1e,J2 League,2,"February 23, 2025",08:00 AM,3405,21401,Ningineer Stadium,Matsuyama,Ehime,Blaublitz,1,2,A,4-4-2,4-4-2,,,6,12,3,2,3,10,,,,,,,,,1,8,14,7,,,6,13,1,1,0,0,0,0,0,2,57,43,,,68,56,324,196,475,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E7G6uMQH,J2 League,25,"August 09, 2025",12:00 PM,4790,20125,Soyu Stadium,Akita,Blaublitz,Fujieda MYFC,0,0,D,4-4-2,3-4-2-1,,,5,9,1,1,4,8,,,,,,,,,4,7,13,16,,,14,7,2,3,2,2,0,0,,,38,62,,,66,70,152,295,229,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bXwIk5M5,J2 League,3,"March 01, 2025",07:00 AM,3146,13000,Fujieda soccer stadium,Fujieda,Fujieda MYFC,Blaublitz,2,1,H,3-4-2-1,4-4-2,,,7,8,3,4,4,4,,,,,,,,,4,6,9,12,,,10,10,2,0,1,1,0,0,3,1,54,46,,,60,52,211,158,352,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uc5N6bPG,J2 League,26,"August 16, 2025",08:00 AM,18827,20861,Sapporo Atsubetsu Stadium,Sapporo,Hokkaido Consadole Sapporo,Blaublitz,0,2,A,3-4-2-1,4-4-2,,,18,13,1,4,17,9,,,,,,,,,9,7,7,9,,,8,7,1,0,1,0,0,0,,,71,29,,,82,60,592,132,723,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8eneLFr,J2 League,5,"March 15, 2025",06:00 AM,7795,20125,Soyu Stadium,Akita,Blaublitz,Hokkaido Consadole Sapporo,1,3,A,4-4-2,4-4-2,,,14,7,5,5,9,2,,,,,,,,,3,4,13,17,,,14,11,1,0,0,1,0,0,2,4,43,57,,,60,67,215,288,360,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8pnCD6x1,J2 League,27,"August 23, 2025",12:00 PM,4274,20125,Soyu Stadium,Akita,Blaublitz,Imabari,1,2,A,4-4-2,3-1-4-2,,,7,11,5,4,2,7,,,,,,,,,5,5,12,21,,,16,12,4,0,1,2,0,0,,,46,54,,,63,67,177,185,280,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwarCbYq,J2 League,1,"February 16, 2025",06:10 AM,4566,5030,Arigato Service Dream,Imabari,Imabari,Blaublitz,0,1,A,3-4-2-1,4-4-2,,,20,8,3,3,17,5,,,,,,,,,12,5,11,9,,,8,11,1,0,0,2,0,0,2,3,58,42,,,65,55,341,150,524,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
