match_id,league_division,round,date,kickoff_time,attendance,capacity,stadium,city,home_team,away_team,home_goals,away_goals,result,home_formation,away_formation,home_team_rating,away_team_rating,home_shots_total,away_shots_total,home_shots_on_target,away_shots_on_target,home_shots_off_target,away_shots_off_target,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_headed_goals,away_headed_goals,home_hit_woodwork,away_hit_woodwork,home_corners,away_corners,home_free_kicks,away_free_kicks,home_throw_ins,away_throw_ins,home_fouls_committed,away_fouls_committed,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_goalkeeper_saves,away_goalkeeper_saves,home_possession_pct,away_possession_pct,home_touches_opp_box,away_touches_opp_box,home_passes_pct,away_passes_pct,home_passes_successful,away_passes_successful,home_passes_total,away_passes_total,home_long_passes_pct,away_long_passes_pct,home_long_passes_successful,away_long_passes_successful,home_long_passes_total,away_long_passes_total,home_passes_final_third_pct,away_passes_final_third_pct,home_passes_final_third_successful,away_passes_final_third_successful,home_passes_final_third_total,away_passes_final_third_total,home_crosses_pct,away_crosses_pct,home_crosses_successful,away_crosses_successful,home_crosses_total,away_crosses_total,home_big_chances,away_big_chances,home_duels_won,away_duels_won,home_errors_leading_to_shot,away_errors_leading_to_shot,home_errors_leading_to_goal,away_errors_leading_to_goal,home_accurate_through_passes,away_accurate_through_passes,home_tackles_pct,away_tackles_pct,home_tackles_successful,away_tackles_successful,home_tackles_total,away_tackles_total,home_shots_blocked,away_shots_blocked,home_clearances,away_clearances,home_interceptions,away_interceptions,home_xg,away_xg,home_xgot,away_xgot,home_xa,away_xa,home_xgot_faced,away_xgot_faced,home_goals_prevented,away_goals_prevented
2g67Vsyf,Premier League,2,"August 24, 2024",07:30 PM,41587,42789,Villa Park,Birmingham,Aston Villa,Arsenal,0,2,A,4-4-2,4-3-3,6.1,6.6,11,9,3,4,5,4,,,,,,,,,4,1,16,9,11,14,8,15,3,1,1,3,0,0,2,3,39,61,,,82,91,271,469,329,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,1.96,1.34,,,,,,,,
hMkFPYKG,Premier League,22,"January 18, 2025",07:30 PM,60067,60704,Emirates Stadium,London,Arsenal,Aston Villa,2,2,D,4-3-3,4-2-3-1,6.3,7.2,18,8,6,4,7,3,11,5,6,3,0,1,1,1,10,1,18,10,12,10,10,18,3,2,2,3,0,0,2,4,65,35,35,13,88,73,428,193,484,264,,,,,,,78,51,166,24,212,47,29,20,10,1,35,5,2,2,,,,,,,,,58,44,7,7,12,16,5,1,8,41,11,3,1.55,1.06,,,,,,,,
SM4Kz8aS,Premier League,35,"May 03, 2025",07:30 PM,60110,60704,Emirates Stadium,London,Arsenal,Bournemouth,1,2,A,4-3-3,4-2-3-1,5.6,6.7,13,9,4,2,5,5,12,6,1,3,0,1,0,0,2,3,16,7,14,13,7,16,3,0,0,2,0,0,0,3,51,49,33,10,85,83,361,341,425,411,38,42,14,22,37,53,74,65,87,54,118,83,13,40,1,6,8,15,3,3,47,34,1,0,0,0,3,1,75,45,9,5,12,11,4,2,14,17,8,9,1.43,1.06,1.57,1.15,0.97,0.73,1.15,1.57,-0.85,0.57
ShJjaSDs,Premier League,8,"October 19, 2024",07:30 PM,11235,11307,Vitality Stadium,Bournemouth,Bournemouth,Arsenal,2,0,H,4-2-3-1,4-3-3,6.7,7.1,13,6,4,1,4,4,,,,,,,,,7,4,11,12,18,12,12,11,1,1,1,1,0,1,1,2,48,52,,,78,79,316,349,405,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,3,6,1.66,0.58,,,,,,,,
IyBTXpre,Premier League,32,"April 12, 2025",06:30 PM,60184,60704,Emirates Stadium,London,Arsenal,Brentford,1,1,D,4-3-3,4-2-3-1,6.3,8.5,14,3,3,2,5,1,8,3,6,0,,,0,0,13,5,9,7,13,12,7,9,3,1,1,3,0,0,1,2,64,36,38,16,87,78,417,215,479,277,31,44,10,21,32,48,80,58,158,46,197,79,29,20,6,2,21,10,1,1,34,39,0,0,0,0,1,0,50,59,2,10,4,17,6,0,13,34,7,9,0.79,0.19,0.30,0.26,0.88,0.46,0.26,0.30,-0.74,-0.70
MwenrPEM,Premier League,19,"January 01, 2025",07:30 PM,17190,17250,Brentford Community Stadium,London,Brentford,Arsenal,1,3,A,4-3-1-2,4-3-3,5.8,6.1,5,14,2,5,2,4,4,11,1,3,0,1,0,0,4,3,8,6,10,8,6,8,0,6,1,2,0,0,2,1,50,50,10,47,83,83,397,389,479,467,,,,,,,68,80,83,167,122,208,13,30,2,6,15,20,0,2,,,,,,,,,70,50,7,8,10,16,1,5,29,21,7,6,0.29,1.95,,,,,,,,
E9ws2J5e,Premier League,20,"January 04, 2025",07:30 PM,31714,31876,Amex Stadium,Brighton,Brighton,Arsenal,1,1,D,4-2-3-1,4-3-3,6.6,6.8,11,9,4,3,4,4,6,6,5,3,,,0,1,2,5,14,17,9,10,17,14,0,3,2,3,0,0,2,3,45,55,17,24,87,88,366,452,423,514,,,,,,,70,78,67,104,96,134,20,20,2,3,10,15,3,5,,,,,,,,,91,50,10,7,11,14,3,2,22,9,8,5,1.56,0.84,,,,,,,,
ERWFdKZh,Premier League,3,"August 31, 2024",02:30 PM,60326,60704,Emirates Stadium,London,Arsenal,Brighton,1,1,D,4-3-3,4-2-3-1,6.6,7.2,11,22,7,4,1,11,,,,,,,,,3,7,8,12,13,15,12,7,3,1,5,2,1,0,3,6,36,64,,,74,86,200,404,270,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,,1.70,1.63,,,,,,,,
CEnSxfJ0,Premier League,11,"November 10, 2024",06:30 PM,39780,40341,Stamford Bridge,London,Chelsea,Arsenal,1,1,D,4-2-3-1,4-3-3,6.5,7.0,17,13,3,3,6,4,,,,,,,,,4,3,12,12,9,18,12,12,1,7,4,2,0,0,2,2,49,51,,,85,88,358,375,419,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,,,7,7,1.28,0.99,,,,,,,,
WM1fBiJk,Premier League,29,"March 16, 2025",03:30 PM,60311,60704,Emirates Stadium,London,Arsenal,Chelsea,1,0,H,4-3-3,4-2-3-1,6.9,7.6,12,8,4,2,6,3,9,3,3,5,1,0,0,0,5,4,13,10,20,15,10,13,2,1,3,3,0,0,2,3,41,59,27,8,84,87,292,441,346,508,,,,,,,74,75,81,105,110,140,29,23,4,3,14,13,0,0,,,,,,,,,50,64,6,7,12,11,2,3,21,24,4,5,0.77,0.35,,,,,,,,
